10,"{'Dream': 0.5193, 'Imagination': 0.4807, 'The Sarah Jane Adventures episodes': 0.2171, 'Slitheen television stories': 0.2018, 'The Sarah Jane Adventures': 0.1885, 'Slitheen stories': 0.1767, 'A Nightmare on Elm Street': 0.1764, ""Children's television series episodes"": 0.1663, 'Sleep': 0.1614, 'Films about dreams': 0.1571, 'Parts of a day': 0.1508, 'British television episodes': 0.1484, 'Psychological states': 0.1412, 'Doctor Who spin-offs': 0.1335, 'Reference': 0.1327, 'American teen horror films': 0.1325, 'Night': 0.1249, 'Animal physiology': 0.1179, 'American supernatural horror films': 0.1164, 'Psychotherapy': 0.1055, 'Spiritual faculties': 0.1, 'New Line Cinema films': 0.09879, 'American slasher films': 0.09508, 'Mental processes': 0.09019, 'Neuroscience': 0.08576, 'Clinical psychology': 0.08162, 'Horror films': 0.07727, 'Psychological concepts': 0.0706, 'Comics based on Friday the 13th (franchise)': 0.06834, 'Cognitive science': 0.06422, 'Metaphysics of mind': 0.06127, 'Media franchises': 0.06113, 'Continuity (fiction)': 0.06085, 'Speculative fiction': 0.06081, 'A Nightmare on Elm Street (franchise) comics': 0.05999, 'Mental health': 0.05847, 'Subjective experience': 0.0558, 'Films about revenge': 0.05471, 'Phenomenology': 0.05325, 'Army of Darkness comics': 0.05271, 'Emergence': 0.05081}"
21,"{'Atlantis': 0.09336, 'Video games based on Greek mythology': 0.08385, 'Video games based on mythology': 0.07555, 'Video game expansion packs': 0.06822, 'Real-time strategy video games': 0.0617, 'Software add-ons': 0.05584, 'Strategy video games': 0.05054}"
23,{}
25,{}
28,"{'Kitty Hawk, North Carolina': 0.6842, 'Dunes': 0.3436, 'Aeolian landforms': 0.3224, 'Sand': 0.304, 'Coastal geography': 0.2877, 'Outer Banks': 0.2862, 'North Carolina': 0.2768, 'Sediments': 0.2732, 'Coasts': 0.2581, 'Coastal and oceanic landforms': 0.2473, 'Sedimentology': 0.2278, 'Geomorphology': 0.2188, 'Physical geography': 0.2104, 'Dune': 0.1281}"
85,{}
98,"{'Sports': 0.3149, 'Team sports': 0.2297, 'Crimes': 0.2205, 'American television episodes': 0.22, 'Television episodes': 0.2158, 'Ball games': 0.1943, 'Television series': 0.1663, 'Crime': 0.1583, 'Leisure': 0.1459, 'Big Brother (TV series) seasons': 0.1372, 'Reality television series franchises': 0.1275, 'Big Brother (TV series)': 0.1261, 'Outdoor games': 0.126, 'Criminal law': 0.1168, 'American football': 0.1045, 'Entertainment': 0.0879, 'Misconduct': 0.08766, 'Murder': 0.08715, 'Television programs remade overseas': 0.08052, 'Ugly Betty episodes': 0.08038, 'Teams': 0.07799, 'Controversies': 0.07688, 'Ugly Betty': 0.07665, 'Television franchises': 0.07557, 'Violence': 0.07522, 'Killings': 0.07361, 'Athletic sports': 0.06571, 'Yo soy Betty, la fea': 0.06494, 'Works about fashion magazine publishing': 0.06181, 'Recreation': 0.05955, 'Hobbies': 0.05672, 'Creative works': 0.05588, 'American television series': 0.05422, 'The Wire episodes': 0.05385}"
102,{}
105,{'Ufology': 0.05718}
107,{}
138,{}
148,"{'Organisms': 0.08506, 'Respiratory physiology': 0.05972, 'Pulmonology': 0.05177}"
152,"{'Culture': 0.2469, 'Child abandonment': 0.1435, 'Feral children': 0.1316, ""British children's novels"": 0.1308, 'Language': 0.1306, 'Homeless people': 0.1213, ""British children's books"": 0.1196, 'Language acquisition': 0.1122, 'Linguistics': 0.1113, 'Fiction': 0.1099, ""Children's novels"": 0.1098, 'Psycholinguistics': 0.104, 'Curtiss-Wright Company': 0.1034, 'Novels': 0.1011, ""Children's literature"": 0.09338, 'Curtiss aircraft': 0.09337, 'Semiotics': 0.09123, 'Applied linguistics': 0.09015, ""British children's literature"": 0.08644, 'Single-engine aircraft': 0.08467, 'Cultural assimilation': 0.08414, 'Human communication': 0.08061, 'Cognitive science': 0.07835, 'Single-engined tractor aircraft': 0.07699, 'Learning': 0.07358, 'Cognition': 0.0723, 'Tractor aircraft': 0.07014, 'British fiction': 0.06923, 'Children': 0.0689, 'Interpersonal communication': 0.06811, ""Children's books"": 0.06442, 'Aviation pioneers': 0.064, 'Literature': 0.06013, ""Children's fiction books"": 0.05998, 'Propeller aircraft': 0.05844, 'Communication': 0.05403, 'Military aviation': 0.05337, 'British novels': 0.05201, 'Mint Records artists': 0.05184}"
153,{}
157,"{'Killer Instinct games': 0.113, 'Killer Instinct': 0.1026, 'Rare (company)': 0.09345, 'Rare (company) games': 0.08543, 'Nintendo 64-only games': 0.07828, 'Nintendo 64': 0.07186, 'Nintendo 64 games': 0.06605, 'Head-to-head arcade games': 0.06076, 'Versus fighting games': 0.05592, 'Nintendo': 0.05146}"
163,{}
172,{}
173,{}
175,"{'Bleeding': 0.792, 'Blood': 0.75, 'Medical emergencies': 0.7133, 'Emergency medicine': 0.681, 'Tissues (biology)': 0.6521, 'Medical specialties': 0.6263, 'Body fluids': 0.6028, 'Human diseases and disorders': 0.5815, 'Diseases and disorders': 0.562, 'Animal physiology': 0.5441, 'Anatomy': 0.5275, 'Animal anatomy': 0.5121}"
176,"{'Hand': 0.5098, 'Upper limb anatomy': 0.4809, 'Limbs (anatomy)': 0.4557, 'Fingers': 0.4335, 'Medical Subject Headings': 0.4137, 'Thumb': 0.175, 'Self care': 0.08252, 'Recreation': 0.07241, 'Bodyweight exercise': 0.06893, 'Human body': 0.05753, 'Weight training': 0.05622, 'Human size': 0.05325, 'Athletic sports': 0.05252, 'Physical exercise': 0.05205}"
