5,"{'Kites': 0.1425, 'Air sports': 0.1307, 'Maldivian diaspora': 0.1204, 'Culture of Pakistani diaspora': 0.1113, 'Sri Lankan diaspora': 0.1032, 'Traditional toys': 0.09595, 'Riverhead Books books': 0.09015, 'Hobbies': 0.08938, 'Vehicle design': 0.08339, 'Books about Afghanistan': 0.08078, 'Art media': 0.07791, 'Physical activity and dexterity toys': 0.07287, 'Works about Asian-Americans': 0.07262, 'Culture of Indian diaspora': 0.06821, 'Asian-American literature': 0.06541, 'Coming-of-age fiction': 0.05899, 'Afghan literature': 0.05322}"
7,{}
8,{}
14,{}
15,{}
17,{}
18,{}
21,"{'Dream': 0.1398, 'Imagination': 0.1281, 'Neopsychoanalytic schools': 0.1179, 'Psychoanalytic schools': 0.1089, 'Analytical psychology': 0.1009, 'Carl Jung': 0.09375, 'Freudian psychology': 0.08724, 'Psychoanalytic theory': 0.08716, 'Sigmund Freud': 0.08132, 'Parts of a day': 0.0759, 'Sleep': 0.07091, 'Psychoanalysis': 0.0663, 'Freud family': 0.05805, 'Czech families': 0.05085}"
22,{}
23,"{'Dream': 0.4695, 'Imagination': 0.4375, 'The Sarah Jane Adventures episodes': 0.2298, 'Slitheen television stories': 0.2139, 'The Sarah Jane Adventures': 0.2001, 'Slitheen stories': 0.1879, ""Children's television series episodes"": 0.177, 'British television episodes': 0.1584, 'Doctor Who spin-offs': 0.143, 'Sleep': 0.1416, 'Parts of a day': 0.1317, 'Psychological states': 0.1228, 'Reference': 0.1149, 'Night': 0.1077, 'Animal physiology': 0.1012, 'Psychotherapy': 0.08969, 'Spiritual faculties': 0.08461, 'Mental processes': 0.0755, 'A Nightmare on Elm Street': 0.07533, 'Neuroscience': 0.0714, 'Clinical psychology': 0.06756, 'Films about dreams': 0.0616, 'Psychological concepts': 0.05734, 'Cognitive science': 0.05143}"
29,"{'Science': 0.4799, 'Science and technology': 0.4539, 'Research': 0.4126, 'Inquiry': 0.3918, 'Funding bodies': 0.3889, 'National Science Foundation': 0.3657, 'Research institutes': 0.3454, 'Public policy': 0.3322, 'Research and development organizations': 0.3115, 'Facilities and organizations of science': 0.2972, 'Scientific organizations': 0.2842, 'Research organizations': 0.2724, 'Research and development': 0.2664, 'Academia': 0.2654, 'Government of the United States': 0.2617, 'Independent agencies of the United States government': 0.234, 'Economy of the United States': 0.2331, 'Independent government agencies': 0.2186, 'Academic organizations': 0.2117, 'Finance': 0.2072, 'Public sphere': 0.2052, 'Agencies of the United States government': 0.2052, 'Public sector': 0.1985, 'Foundations': 0.1932, 'United States': 0.178, 'United States administrative law': 0.1776, 'Government': 0.1758, 'Executive branch of the United States government': 0.1743, 'Public administration': 0.1684, 'Educational organizations': 0.1642, 'Non-profit organizations': 0.1562, 'Politics': 0.1552, 'Internal Revenue Code': 0.1524, '501(c)(3) nonprofit organizations': 0.1489, 'Management': 0.1452, 'Government agencies': 0.1426, 'Economy': 0.1411, 'Philanthropic organizations': 0.1389, 'Law': 0.1377, 'Professional associations': 0.1329, 'Social economy': 0.1314, 'Government agencies of the United States': 0.1246, 'Critical theory': 0.1237, 'Administrative law': 0.1217, 'Social institutions': 0.1215, 'Fundraising': 0.1061, 'Profit': 0.1041, 'Government-related organizations': 0.1021, 'Executive branches of government': 0.09834, 'Philanthropy': 0.09653, 'Corporate law': 0.09622, 'Works about science': 0.09337, 'Politology': 0.09304, 'Activism': 0.09136, 'Change': 0.08607, 'Altruism': 0.08208, 'Federal republics': 0.08065, 'Organizations of the Americas': 0.07789, 'Public law': 0.07656, 'Charity': 0.07271, 'Culture': 0.07255, 'Problem solving skills': 0.06902, 'Epistemology': 0.06726, 'Education': 0.0643, 'Prediction': 0.06063, 'Systems thinking': 0.05332}"
33,"{'Entertainment': 0.1956, 'Series': 0.183, 'Television programs': 0.1446, 'Television series': 0.1405, 'Mass media': 0.1055, 'Performing arts': 0.1009, 'Television': 0.08443, 'Video': 0.07968, 'Creative works': 0.07153, 'Television pilots': 0.07013, 'Broadcasting': 0.05542, 'High-definition television': 0.05321, 'Media formats': 0.05194}"
38,{}
41,"{'Kitty Hawk, North Carolina': 0.2492}"
44,{}
45,"{'Degrassi: The Next Generation episodes': 0.1713, 'Canadian television episodes': 0.1582, 'Works about the Columbine High School massacre': 0.1467, 'Degrassi: The Next Generation': 0.1366, 'Television episodes about bullying': 0.1276, 'Columbine High School massacre': 0.1195, 'Television episodes': 0.1122, 'Degrassi (franchise)': 0.1055, 'Canadian high school television series': 0.09938, 'The N channel shows': 0.09377, 'Negative concepts': 0.0637, 'Electronic engineering': 0.05701}"
46,"{'Photography': 0.1028, 'Art media': 0.08869, 'Imaging': 0.08196, 'Communication design': 0.08014, 'Crafts': 0.05511}"
47,{}
48,{}
49,{}
53,{}
54,{}
56,{}
57,{}
58,{}
59,{}
63,"{'Outer Banks': 0.1469, 'United States': 0.1004}"
64,"{'Kitty Hawk, North Carolina': 0.6192, 'Outer Banks': 0.2551, 'North Carolina': 0.2325}"
65,{}
66,{}
70,{}
71,{}
72,{}
73,{}
76,{}
77,{}
79,{}
85,{}
86,{}
91,{}
100,{}
102,{}
103,{}
109,{}
111,{}
112,{}
117,{}
118,"{'Computing': 0.1141, 'Strategic management': 0.1029, 'Management': 0.09295, 'Leadership': 0.08426, 'Corporate jargon': 0.07659, 'Business': 0.06977, 'Accountability': 0.06363, 'Strategy': 0.05808, 'Planning': 0.05303}"
