4,{}
5,{}
11,{}
14,{}
15,{}
16,{}
17,"{'Meteorology': 0.4782, 'Meteorological phenomena': 0.3618, 'Atmospheric sciences': 0.3579, 'Clouds': 0.3522, 'Cloud types': 0.3259, 'Physical geography': 0.3219, 'Clouds, fog and precipitation': 0.3169, 'Applied and interdisciplinary physics': 0.285, 'Atmosphere of Earth': 0.2612, 'Forms of water': 0.2266, 'Branches of meteorology': 0.1951, 'Climatology': 0.1702, 'Planets of the Solar System': 0.1699, 'Oceanography': 0.1531, 'Phases of matter': 0.1497, 'Earth sciences': 0.1431, 'Solar System': 0.1378, 'Water': 0.1374, 'Planetary science': 0.1348, 'Bodies of the Solar System': 0.1333, 'Climate': 0.1218, 'Earth phenomena': 0.1211, 'Outer planets': 0.1089, 'Outer space': 0.1064, 'Planetary-mass satellites': 0.1044, 'Natural hazards': 0.09656, 'Moons of Saturn': 0.09073, 'Natural disasters': 0.08653, 'Saturn': 0.07838, 'Astronomical objects known since antiquity': 0.07812, 'Titan (moon)': 0.07787, 'Stratus': 0.07635, 'Moons': 0.07116, 'Weather': 0.06802, 'Climate of California': 0.06075, 'Fog': 0.05454, 'Severe weather and convection': 0.05121}"
18,{}
19,"{'United States': 0.1618, 'Germany': 0.1462, 'France': 0.1132}"
23,{}
26,{}
28,{'Africa': 0.1063}
29,{}
30,{}
31,{}
32,{}
33,{}
34,{}
37,{}
38,{}
39,{}
40,{}
41,{}
44,{}
45,"{'Individual sports': 0.3353, 'Athletic sports': 0.3315, 'Medical specialties': 0.2511, 'Diseases and disorders': 0.213, 'Chest trauma': 0.2085, 'Clinical medicine': 0.2075, 'Medical Subject Headings': 0.1769, 'Thorax (human anatomy)': 0.175, 'Pulmonology': 0.1746, 'Medical emergencies': 0.1743, 'Symptoms and signs': 0.1711, 'Professional wrestling moves': 0.1665, 'Medicine': 0.1642, 'Emergency medicine': 0.1608, 'Animal anatomy': 0.1603, 'Feeling': 0.1577, 'Professional wrestling': 0.1536, 'Symptoms and signs: General': 0.1452, 'Wrestling': 0.1423, 'Pain': 0.14, 'Anatomy': 0.1386, 'Respiratory system': 0.1384, 'Combat sports': 0.1367, 'Traumatology': 0.1356, 'Martial arts': 0.1288, 'Human diseases and disorders': 0.1273, 'Symptoms and signs: Circulatory system': 0.1161, 'Trilobite anatomy': 0.1096, 'Symptoms and signs: Cardiac': 0.1084, 'Mock combat': 0.1042, 'Nervous system': 0.1014, 'Injuries': 0.1009, 'Senses': 0.09507, 'Choreographed combat': 0.09172, 'Torso': 0.09033, 'Sports': 0.08645, 'Trilobites': 0.08243, 'Arthropod anatomy': 0.07538, 'Neuroscience': 0.0744, 'Swimming styles': 0.07283, 'Animal physiology': 0.06906, 'Experimental psychology': 0.06615, 'Swimming': 0.06268, 'Subjective experience': 0.06242, 'Psychological concepts': 0.05891, 'Arthropodology': 0.05813, 'Cardiovascular diseases': 0.05679, 'Experimental social sciences': 0.05561, 'Aquatics': 0.0554, 'Protostome anatomy': 0.05336}"
47,{}
48,{}
49,"{'Films': 0.08416, 'English-language films': 0.07611, 'Team sports': 0.06, 'Leisure': 0.0517, 'Sports rules and regulations': 0.05058}"
50,{}
53,"{'Behavioural sciences': 0.2581, 'Eating behaviors': 0.2488, 'Nutrition': 0.232, 'Endocrinology': 0.2174, 'Zoology': 0.2104, 'Food and drink': 0.2045, 'Finnish nobility': 0.1987, 'Action (philosophy)': 0.1983, 'Endocrine system': 0.193, 'Ethology': 0.1872, 'Medieval Finland': 0.1843, 'Determinants of health': 0.1827, 'Psychological concepts': 0.1758, 'Behavioral ecology': 0.1734, 'Swedish nobility': 0.1717, 'Medical specialties': 0.1649, 'Biological interactions': 0.1631, 'Finnish people': 0.1606, 'Psychology': 0.1601, 'Cognitive science': 0.1517, 'European nobility': 0.1507, 'Medieval Sweden': 0.1419, 'Health': 0.1372, 'Biology': 0.1347, 'Finland': 0.1338, 'Organs (anatomy)': 0.1315, 'Nobility': 0.1265, 'Middle Ages': 0.1264, 'Estates (social groups)': 0.1198, 'Glands': 0.1165, 'Russian nobility': 0.1137, 'Animal anatomy': 0.1121, 'Oligarchy': 0.108, 'Human anatomy': 0.1079, 'Health sciences': 0.104, 'Swedish people': 0.1027, 'Appetite': 0.1014, 'Feudalism': 0.09777, 'Medicine': 0.09667, 'Baltic Finns': 0.09318, 'Clinical medicine': 0.09007, 'Uralic peoples': 0.08888, 'Anatomy': 0.087, 'Sweden': 0.08483, 'Society of the Russian Empire': 0.08103, 'Northern Europe': 0.07082, 'Scandinavian people': 0.06776, 'Scandinavia': 0.06485, 'Surname': 0.06208, 'Western Europe': 0.05691, 'Europe': 0.05218}"
