4,{}
5,{}
15,{}
18,{}
20,{}
21,{}
22,{}
23,{}
24,"{'United States': 0.1618, 'Germany': 0.1462, 'France': 0.1132}"
25,{'Germany': 0.2418}
33,"{'Eyjafjallajökull': 0.2648, 'Iceland East Volcanic Zone': 0.2473, 'Stratovolcanoes of Iceland': 0.232, 'Volcanism of Europe': 0.221, 'Volcanism of Iceland': 0.2185, 'Geology of Iceland': 0.1958, 'Volcanic events': 0.1926, 'VEI-4 volcanoes': 0.186, 'Volcanoes of Iceland': 0.169, 'Active volcanoes': 0.1685, 'Southern Region (Iceland)': 0.1616, 'Holocene volcanoes': 0.1548, 'Volcanology': 0.1499, 'Volcanism of the Atlantic Ocean': 0.1483, 'Volcanism': 0.1449, 'Volcanoes': 0.1382, 'Holocene volcanism': 0.1327, 'Volcanic landforms': 0.129, 'Quaternary volcanoes': 0.1243, 'Geological hazards': 0.1177, 'Landforms of Iceland': 0.1096, 'Volcanoes of Europe': 0.1084, 'Polygenetic volcanoes': 0.1024, 'Stratovolcanoes': 0.0958, 'Natural disasters': 0.09461, 'Ridge volcanoes': 0.09273, 'Natural hazards': 0.0904, 'Volcanoes of the Atlantic Ocean': 0.0898, 'Environment of Iceland': 0.08699, 'Geology': 0.08682, 'Geological processes': 0.08432, 'Hotspot volcanoes': 0.08429, 'Physical geography': 0.07376, 'Natural events': 0.07117, 'Iceland': 0.07015, 'Earth sciences': 0.06973, 'Disasters': 0.06911, 'Subdivisions of Iceland': 0.06808, 'Hazards': 0.06669, 'Geology of the Atlantic Ocean': 0.06608, 'Earth phenomena': 0.06362, 'Geology of Europe': 0.05805, 'Volcanic islands': 0.05216}"
34,{}
36,{'Africa': 0.1063}
37,{'Africa': 0.1579}
38,{}
39,{}
40,{}
41,{}
42,{}
43,"{'Animal death': 0.09726, 'Behavioral ecology': 0.09404, 'Eating behaviors': 0.08574, 'Ethology': 0.07567, 'Zoology': 0.06767, 'Biological interactions': 0.0652}"
44,{}
47,"{'Controversies': 0.1962, 'Criminal law': 0.1749, 'Crimes': 0.1709, 'Law enforcement': 0.149, 'Sex crime trials': 0.1442, 'Trials': 0.1408, 'Okinawa Prefecture': 0.1323, 'Crime': 0.1284, 'Misconduct': 0.1272, 'Social conflict': 0.1246, 'Prisoners and detainees of Japan': 0.122, 'Criminal procedure': 0.1202, 'Japan–United States relations': 0.1128, 'National security of the United States': 0.09896, 'Foreign relations of Post-war Japan': 0.09736, 'Violence': 0.09196, 'Politics of the United States': 0.09093, 'Criminology': 0.08967, 'Scandals': 0.08569, 'Social institutions': 0.08512, 'Politics of Japan': 0.08472, 'Gang rape': 0.08183, 'Government of Japan': 0.0792, 'Criticisms': 0.07808, 'United States military scandals': 0.07412, 'Media and entertainment controversies': 0.07124, 'Military scandals': 0.07023, 'Japan': 0.06943, 'Legal action': 0.06742, 'Legal procedure': 0.06606, 'Criminal justice': 0.06574, 'Justice': 0.06156, 'Japanese criminal law': 0.06103, 'Sex crimes': 0.05438, 'United States': 0.05094, 'Politics': 0.05}"
48,{}
49,{}
50,{}
51,{}
52,{}
53,{}
57,{}
58,"{'Medical education': 0.418, 'Medicine': 0.3639, 'Health care': 0.3376, 'Vocational education': 0.3177, 'Health education': 0.2871, 'Health': 0.24, 'Health sciences': 0.2281, 'Academia': 0.2156, 'Learning programs': 0.1999, 'Higher education': 0.1762, 'Educational stages': 0.1664, 'Education': 0.1428, 'Career and technical education': 0.1395, 'Medical degrees': 0.1088, 'Schools of medicine': 0.09319, 'Research': 0.08392, 'Doctoral degrees': 0.07945, 'School types': 0.06807, 'Academic degrees': 0.06535, 'Practice of medicine': 0.06086, 'Schools': 0.06024, 'Qualifications': 0.05979}"
59,"{'Clinical medicine': 0.648, 'Medical specialties': 0.5717, 'Diseases and disorders': 0.549, 'Feeling': 0.528, 'Symptoms and signs: General': 0.4974, 'Symptoms and signs': 0.4801, 'Pain': 0.4776, 'Medicine': 0.455, 'Torso': 0.4369, 'Emergency medicine': 0.3999, 'Nervous system': 0.3393, 'Pulmonology': 0.3154, 'Respiratory system': 0.2708, 'Thorax (human anatomy)': 0.2492, 'Individual sports': 0.2414, 'Athletic sports': 0.2384, 'Medical emergencies': 0.2318, 'Animal anatomy': 0.2199, 'Health sciences': 0.2142, 'Chest trauma': 0.2017, 'Human diseases and disorders': 0.1878, 'Animal physiology': 0.1519, 'Traumatology': 0.1308, 'Medical Subject Headings': 0.1278, 'Surgical specialties': 0.1264, 'Professional wrestling moves': 0.1081, 'Anatomy': 0.09827, 'Professional wrestling': 0.09787, 'Injuries': 0.09693, 'Wrestling': 0.08898, 'Health care': 0.086, 'Combat sports': 0.08458, 'Senses': 0.07979, 'Martial arts': 0.07835, 'Symptoms and signs: Circulatory system': 0.06829, 'Health': 0.06804, ""Children's health"": 0.06621, 'Medical procedures': 0.06365, 'Trilobite anatomy': 0.06312, 'Thoracic surgical procedures': 0.06297, 'Symptoms and signs: Cardiac': 0.06221, 'Mock combat': 0.05889, 'Thoracic surgery': 0.05486, 'Causes of death': 0.0503, 'Cardiovascular diseases': 0.05014}"
61,{}
62,{}
63,{}
